Lab_Number,sample_description,parser_output,prediction,ground_truth
P2311911,"Oznaczona lepkość dla klasy SAE 40 w normie. Zawartość stałych ciał obcych na niskim poziomie. Liczba zasadowa w normie. Temperatura zapłonu w normie. Zawartość wody na niskim poziomie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5 mikronów) w normie. 

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""obniżony"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""obniżony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2311912,"Oznaczona lepkość dla klasy SAE 40 w normie. Zawartość stałych ciał obcych na niskim poziomie. Liczba zasadowa w normie. Temperatura zapłonu w normie. Zawartość wody na niskim poziomie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5 mikronów) w normie. 

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""obniżony"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""obniżony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2311913,"Oznaczona lepkość dla klasy SAE 40 w normie. Zawartość stałych ciał obcych na niskim poziomie. Liczba zasadowa w normie. Temperatura zapłonu w normie. Zawartość wody na niskim poziomie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5 mikronów) w normie. 

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""obniżony"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""obniżony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2311958,"Oznaczona lepkość dla klasy SAE 40 w normie. Temperatura zapłonu w normie. Liczba zasadowa na wysokim poziomie. Własności dyspergujące w normie. Zawartość stałych ciał obcych na niskim poziomie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5µm) w normie. Indeks PQ w normie.

Zalecenia i wnioski:

Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""wysoki"", ""stałe_ciała_obce"": ""obniżony"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,W NORMIE
P2311959,"Oznaczona lepkość dla klasy SAE 40 w normie. Temperatura zapłonu w normie. Liczba zasadowa na wysokim poziomie. Własności dyspergujące w normie. Zawartość stałych ciał obcych na niskim poziomie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5µm) w normie. Indeks PQ w normie.

Zalecenia i wnioski:

Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""wysoki"", ""stałe_ciała_obce"": ""obniżony"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,W NORMIE
P2312670,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2312699,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2312700,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2313247,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Podwyższony poziom ołowiu pochodzącego z paliwa jest sytuacją normalną dla tłokowych silników lotniczych. Zawartość dodatków na poziomie typowym dla oleju AeroShell Sport Plus 4. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2313404,"Zawartość cząstek zużyciowych w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju.

Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.     ","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2313441,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W15W-50. 



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2313443,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Zawartość krzemu na akceptowalnym poziomie. Zawartość dodatków w zakresie oczekiwanym dla oleju AeroShell Sport Plus 4. 



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony"", ""krzem"": ""w_akceptowalnym_zakresie""}",0,W NORMIE
P2313701,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W15W-50.

Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2313761,"Zawartość dodatków uszlachetniających zgodna z próbką referencyjną. Oznaczona lepkość lekko obniżona dla klasy SAE 40 (wartość referencyjna oleju 13,15 cSt). Rezerwa alkaliczna (wzajemny stosunek liczby zasadowej i kwasowej) na bezpiecznym poziomie. Wartość i-pH nieznacznie obniżona (wartość referencyjna w okolicach 7-8). Temperatura zapłonu w normie dla silnika benzynowego. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie.

Wnioski i zalecenia:

Oznaczone parametry mieszczą się bezpiecznych zakresach biorąc pod uwagę czas eksploatacji oleju.","{""lepkość"": ""lekko_obniżony"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""ph"": ""nieznacznie_obniżony"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,W NORMIE
P2314194,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2315305,"Zawartość żelaza i miedzi wzrosła w porównaniu z poprzednimi badaniami jednak mieści się w zakresach dopuszczalnych. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoki poziom ołowiu pochodzi z paliwa lotniczego i jest to sytuacja normalna dla tego typu tłokowych silników lotniczych.    

Zalecenia i wnioski:
Proszę prowadzić ewidencję dot. uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Obserwować zmiany trendu. W celu określenia dynamiki zużycia przeprowadzić kolejne badanie po 50 godzinach pracy silnika.","{""żelazo"": ""podniesiony"", ""miedź"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2315399,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją normalną dla tłokowych silników lotniczych. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju.

Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",1,W NORMIE
P2315967,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Nie stwierdzono niepokojącego zanieczyszczenia oleju. 





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2316000,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju AeroShell W100.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2317075,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. ","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2319171,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym. Temperatura zapłonu obniżona, co jest typowym zjawiskiem dla silników benzynowych w czasie eksploatacji. Oznaczony poziom dodatków oraz widmo w podczerwieni dobrze korelują z dostarczoną referencją oleju świeżego. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. Na widmie w podczerwieni nie stwierdzono zmian wskazujących na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody na dopuszczalnym poziomie. Zawartość stałych zanieczyszczeń (oznaczona metodą wagową) w normie. Lekko podwyższona zawartość krzemu. Zawartość cząstek zużyciowych na dopuszczalnym poziomie.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach, nie wskazują na kondycję oleju jako przyczynę zaistniałej awarii.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""obniżony"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_dopuszczalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""krzem"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie""}",1,W NORMIE
P2320851,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją normalną dla tłokowych silników lotniczych. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju.

Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",1,W NORMIE
P2320925,"Lepkość w zakresie typowym klasy SAE 40. Temperatura zapłonu na bezpiecznym poziomie. Zawartość cząstek zużyciowych wzrosła jedynie nieznacznie w porównaniu do poprzednich analiz i mieści się w dopuszczalnym zakresie. Lekko podwyższona zawartość sodu, prawdopodobnie jest to pochodna zanieczyszczenia oleju wodą, płynem chłodniczym lub pyłem z otoczenia. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. 



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""podniesiony"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""sód"": ""lekko_podniesiony""}",0,W NORMIE
P2400607,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją normalną dla tłokowych silników lotniczych. Zawartość dodatków na poziomie typowym dla oleju AeroShell W15W-50. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju.    



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2401669,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2401670,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2401671,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2401672,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2401769,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Liczba zasadowa w normie. Zawartość stałych ciał obcych w normie. i-pH w normie. Zawartość wody w normie. Zawartość żelaza i miedzi wzrosła od poprzedniej analizy, nie krytycznie. Temperatura zapłonu w normie. ","{""lepkość"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""ph"": ""w_normie"", ""woda"": ""w_normie"", ""żelazo"": ""podniesiony"", ""miedź"": ""podniesiony"", ""temperatura_zapłonu"": ""w_normie""}",0,W NORMIE
P2401906,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest zjawiskiem typowym dla tłokowych silników lotniczych.  Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju Total AERO DM 15W50.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnych badaniach zgodnie z przyjętym harmonogramem diagnostyki.  ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2401907,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest zjawiskiem typowym dla tłokowych silników lotniczych.  Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju Total AERO DM 15W50.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnych badaniach zgodnie z przyjętym harmonogramem diagnostyki.  ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2401908,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest zjawiskiem typowym dla tłokowych silników lotniczych.  Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju Total AERO DM 15W50.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnych badaniach zgodnie z przyjętym harmonogramem diagnostyki.  ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2401909,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest zjawiskiem typowym dla tłokowych silników lotniczych.  Nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym dla oleju Total AERO DM 15W50.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnych badaniach zgodnie z przyjętym harmonogramem diagnostyki.  ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2402706,"Lepkość w zakresie typowym dla klasy SAE 50. Wskaźnik lepkości lekko poniżej wartości deklarowanej przez producenta oleju. Temperatura zapłonu obniżona, co jest sytuacją oczekiwaną. Zawartość dodatków lekko odbiega od posiadanej przez nas referencji świeżego oleju AeroShell W15W-50, co może wskazywać na zmieszanie ze środkiem smarnym innego typu/pozostałość sprzed wymiany oleju. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych.



Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""obniżony"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",1,W NORMIE
P2403201,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju. Zawartość dodatków na poziomie oczekiwanym.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.      ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2404216,"Lepkość w zakresie typowym klasy SAE 50. Temperatura zapłonu na bezpiecznym poziomie.  Zawartość cząstek zużyciowych wzrosła w porównaniu do poprzedniej analizy, jednak mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o obecności płynu chłodniczego w dostarczonej próbce. Lekko podwyższona zawartość potasu i krzemu, nieznaczny przyrost w porównaniu do poprzedniej analizy, prawdopodobnie jest to pochodna zanieczyszczenia oleju płynem chłodniczym, wodą lub pyłem z otoczenia.  





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""podniesiony"", ""płyn_chłodniczy"": ""podniesiony"", ""potas"": ""podniesiony"", ""krzem"": ""podniesiony""}",1,W NORMIE
P2404217,"Lepkość w zakresie typowym klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym dla oleju jednosezonowego. Temperatura zapłonu na bezpiecznym poziomie. Zawartość dodatków na oczekiwanym poziomie. Własności dyspergujące w normie. Liczba zasadowa na wysokim, bezpiecznym poziomie. Zawartość cząstek zużyciowych wzrosła jedynie nieznacznie od poprzedniej analizy. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o obecności płynu chłodniczego w dostarczonej próbce. Zawartość stałych zanieczyszczeń wzrosła znacząco w porównaniu do poprzedniego badania, mieści się w zakresie akceptowalnym.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""podniesiony"", ""woda"": ""w_normie"", ""zanieczyszczenia_stałe"": ""podniesiony""}",0,W NORMIE
P2404983,"Oznaczona lepkość lekko obniżona dla oleju klasy SAE 40. Temperatura zapłonu lekko obniżona. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Wnioski i zalecenia: 

Przeprowadzić kolejne badanie za około 500mth. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""lekko_obniżony"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2405682,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w dopuszczalnych limitach. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2406034,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Zawartość krzemu na akceptowalnym poziomie. Zawartość dodatków w zakresie oczekiwanym dla oleju AeroShell Sport Plus 4.  



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony"", ""krzem"": ""w_akceptowalnym_zakresie""}",0,W NORMIE
P2406284,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2406290,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2406618,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją normalną dla tłokowych silników lotniczych. Zawartość dodatków na poziomie typowym dla oleju AeroShell W15W-50. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju.    



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.  ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2406709,"Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Wysoki poziom ołowiu pochodzącego z paliwa jest sytuacją normalną dla tłokowych silników lotniczych. Zawartość dodatków na poziomie typowym dla oleju AeroShell W100. W badaniu pierwiastków nie stwierdzono niepokojącego zanieczyszczenia oleju.    



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.    ","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
