Lab_Number,sample_description,parser_output,prediction,ground_truth
P2303844,"Oznaczona lepkość w normie dla oleju klasy SAE 30. Temperatura zapłonu w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Zawartość wody w zakresie granicznym.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""woda"": ""w_zakresie_granicznym""}",1,W NORMIE
P2305751,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość krzemu lekko podwyższona. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""krzem"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2305808,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu obniżona. Zawartość krzemu i sodu lekko podwyższona. Zawartość żelaza podwyższona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) podwyższony. Poziom żelaza oraz PQ indeks wskazują na podniesione zużycie i/lub korozję komponentów układu olejowego.

Zalecenia i wnioski:

Wskazana jest wymiana oleju na świeży. Proszę dokonać inspekcji układu ukierunkowanej na wykryte metale zużyciowe. Proszę obserwować zmiany w następnej analizie, przeprowadzić kolejne badanie oleju za 500h pracy.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""obniżony"", ""sód"": ""lekko_podniesiony"", ""krzem"": ""lekko_podniesiony"", ""żelazo"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""podniesiony""}",1,UWAGA
P2306042,"Oznaczona lepkość w normie. Temperatura zapłonu w normie. Poziom miedzi jest lekko podniesiony od ostatniego badania. Pozostałe metaliczne produkty zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5um) w normie.

Wnioski i zalecenia:

Proszę obserwować zmiany w następnej analizie, zgodnie z harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""lekko_podniesiony""}",1,W NORMIE
P2306122,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym. Rezerwa alkaliczna na bezpiecznym poziomie. Temperatura zapłonu w normie. Nie stwierdzono podwyższonej zawartości cząstek metalicznych świadczącej o intensywnym przebiegu procesów korozji lub/i zużycia smarowanych elementów. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju wodą lub płynem chłodniczym. Lekko podwyższona zawartość krzemu, prawdopodobne pochodzenie to pył z otoczenia.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach, nie wskazują na przebieg niepokojących procesów w obrębie smarowanego układu. Olej kwalifikuje się do dalszej eksploatacji. Zalecana jest obserwacja zmian w kolejnych analizach zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""krzem"": ""lekko_podniesiony""}",1,W NORMIE
P2306229,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Temperatura zapłonu w normie. Zawartość wody w normie. Zawartość krzemu w zakresie dopuszczalnym. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji. Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_zakresie_granicznym"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""krzem"": ""w_dopuszczalnym_zakresie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,W NORMIE
P2306469,"Oznaczona lepkość lekko obniżona dla oleju klasy SAE 40. Zawartość stałych ciał obcych w normie. Liczba zasadowa w trendzie malejącym. Własności dyspergujące w normie. Temperatura zapłonu obniżona. Zawartość krzemu w trendzie stabilnym. Zawartość wody w normie. Zawartość miedzi i ołowiu obniżyła się od poprzedniego badania. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Proszę wymienić olej na świeży. Proszę przeprowadzić kontrolę szczelności układu doprowadzania paliwa pod kątem ewentualnych przecieków. Proszę przeprowadzić następne badanie po wykonaniu czynności korygujących.","{""lepkość"": ""lekko_obniżony"", ""stałe_ciała_obce"": ""w_normie"", ""temperatura_zapłonu"": ""obniżony"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",2,UWAGA
P2306784,"Zawartość żelaza, chromu oraz miedzi w trendzie stabilnym. Pozostałe oznaczone pierwiastki zużyciowe mieszczą się w dopuszczalnych zakresach. Wysoki poziom ołowiu pochodzącego z paliwa w tłokowym silniku lotniczym jest sytuacją typową. Lekko podwyższona zawartość krzemu, prawdopodobne pochodzenie to pył z otoczenia.

Zalecenia i wnioski:

Proszę obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""ołów"": ""podniesiony"", ""krzem"": ""lekko_podniesiony""}",1,W NORMIE
P2306829,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość miedzi lekko podniesiona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

W celu obserwacji trendu przyrostu miedzi zalecam przeprowadzenie kolejnego badania za 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2307113,"Lepkość w 100°C oraz temperatura zapłonu niemożliwa do oznaczenia ze względu na stan próbki. Własności dyspergujące pogorszone. Zawartość krzemu, potasu i sodu podwyższone. Zawartość wody podwyższona. Zawartość miedzi i ołowiu lekko podwyższone. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie. Na widmie w podczerwieni widoczne charakterystyczne zmiany świadczące o obecności glikolu w próbce.

Zalecenia i wnioski:

Proszę przeprowadzić kontrolę szczelności układu chłodniczego oraz dokonać ewentualnych napraw. Proszę wymienić olej na świeży. Przeprowadzić kolejne badanie po wykonaniu czynności korygujących. ","{""sód"": ""podniesiony"", ""potas"": ""podniesiony"", ""krzem"": ""podniesiony"", ""woda"": ""podniesiony"", ""miedź"": ""lekko_podniesiony"", ""ołów"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",2,UWAGA
P2307222,"Oznaczona lepkość obniżona dla oleju klasy SAE 40, wskazuje na olej klasy SAE 30. Temperatura zapłonu lekko obniżona. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

Olej nie kwalifikuje się do dalszej eksploatacji. Proszę wymienić olej na świeży. Proszę skontrolować szczelność układu doprowadzania paliwa. Przeprowadzić kolejne badanie po wykonaniu środków korygujących.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""metale_zużyciowe"": ""w_normie""}",2,UWAGA
P2307870,"Lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Lekko podwyższona zawartość potasu - możliwe, że jest to pochodna zanieczyszczenia płynem chłodniczym lub wodą lub pyłem z otoczenia. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian wskazujących na zanieczyszczenia oleju płynem chłodniczym. 



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""potas"": ""lekko_podniesiony""}",0,W NORMIE
P2308284,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Oznaczone dodatki na poziomie oczekiwanym. Temperatura zapłonu w normie. Liczba zasadowa na dopuszczalnym poziomie. Własności dyspergujące w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Zawartość wody w normie. Lekko podwyższona zawartość krzemu (oznaczona w badaniu pierwiastków, cząstki <5µm) lekko podwyższona, prawdopodobne pochodzenie to pył z otoczenia, procedura poboru próbki mogła mieć wpływ na wynik oznaczenia. Zawartość stałych zanieczyszczeń (na sączku membranowym) w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.

Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnej analizie zgodnie z przyjętym harmonogramem diagnostyki.  ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""krzem"": ""lekko_podniesiony"", ""zanieczyszczenia_stałe"": ""w_normie"", ""własności_filtrujące"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,W NORMIE
P2308822,"Oznaczona lepkość w zakresie granicznym da oleju klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Temperatura zapłonu w normie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie. Nie stwierdzono zanieczyszczenia oleju płynem chłodniczym.

Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji - proszę obserwować zmiany oraz przeprowadzić wymianę oleju zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_zakresie_granicznym"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,W NORMIE
P2309190,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Zawartość stałych ciał obcych w normie. Temperatura zapłonu w normie. Zawartość żelaza i miedzi lekko podwyższona, trend stabilny. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. 

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""żelazo"": ""lekko_podniesiony"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2309848,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Zawartość stałych ciał obcych w normie. Temperatura zapłonu w normie. Zawartość żelaza i miedzi lekko podwyższona, trend stabilny. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. 

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""żelazo"": ""lekko_podniesiony"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2310158,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom miedzi lekko podwyższony, trend stabilny. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Wnioski i zalecenia: 

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2310670,"Oznaczona lepkość w normie dla oleju klasy SAE 50. Temperatura zapłonu w zakresie akceptowalnym. Zawartość sodu i potasu lekko podwyższona - trend stabilny. Zawartość stałych ciał obcych w normie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""sód"": ""lekko_podniesiony"", ""potas"": ""lekko_podniesiony"", ""stałe_ciała_obce"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",2,W NORMIE
P2310774,"Lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu lekko obniżona. Liczba zasadowa na dopuszczalnym poziomie. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość wody w normie. Nie stwierdzono zanieczyszczenia oleju płynem chłodniczym. Zawartość cząstek zużyciowych wzrosła jedynie nieznacznie w porównaniu do poprzedniego badania, mieści się w dopuszczalnym zakresie.



Zalecenia i wnioksi:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""liczba_zasadowa"": ""w_dopuszczalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""metale_zużyciowe"": ""podniesiony""}",1,W NORMIE
P2310775,"Oznaczona lepkość w dolnym zakresie granicznym dla klasy SAE 40. Temperatura zapłonu w normie. Poziom miedzi utrzymuje się w trendzie stabilnym. Pozostałe metaliczne produkty zużycia oraz indeks PQ w normie. 

Zalecenia i wnioski:

Obserwować zmiany w kolejnej analizie, wykonać kolejne badanie zgodnie z harmonogramem diagnostyki.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,W NORMIE
P2311725,"Oznaczona lepkość w zakresie granicznym da oleju klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Temperatura zapłonu w normie. Zawartość wody w normie (0,05%). Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie. Nie stwierdzono zanieczyszczenia oleju płynem chłodniczym.

Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji - proszę obserwować zmiany oraz przeprowadzić wymianę oleju zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_zakresie_granicznym"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,W NORMIE
P2312206,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Lekko podwyższona zawartość miedzi w trendzie stabilnym. Poziom pozostałych metalicznych produktów zużycia (cząstki o rozmiarze <5um) w normie.

Wnioski i zalecenia: 

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2312317,"Oznaczona lepkość lekko obniżona dla oleju klasy SAE 40. Własności dyspergujące w normie. Zawartość stałych ciał obcych w normie. Temperatura zapłonu obniżona. Liczba zasadowa na dopuszczalnym poziomie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) na stabilnym poziomie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Olej nie kwalifikuje się do dalszej eksploatacji - proszę wymienić olej na świeży. Proszę przeprowadzić kontrolę szczelności układu doprowadzania paliwa. Proszę przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.","{""lepkość"": ""lekko_obniżony"", ""stałe_ciała_obce"": ""w_normie"", ""temperatura_zapłonu"": ""obniżony"", ""liczba_zasadowa"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie""}",2,UWAGA
P2312462,"Oznaczona lepkość dla oleju klasy SAE 40 w zakresie granicznym. Liczba zasadowa w normie. Temperatura zapłonu w normie. Zawartość stałych ciał obcych na niskim poziomie. Zawartość wody na dobrym, niskim poziomie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5µm) w normie. 

Zalecenia i wnioski:

Proszę obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_zakresie_granicznym"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""stałe_ciała_obce"": ""obniżony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2312464,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 40. Zawartość stałych ciał obcych w normie. Zawartość wody w normie. Temperatura zapłonu w normie. Liczba zasadowa na bezpiecznym poziomie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_zakresie_granicznym"", ""stałe_ciała_obce"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2313717,"Oznaczona lepkość w normie dla klasy SAE 30. Temperatura zapłonu lekko obniżona. Liczba zasadowa na bezpiecznym poziomie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczenia oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków typowych dla zanieczyszczenia płynem chłodniczym.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,W NORMIE
P2313761,"Zawartość dodatków uszlachetniających zgodna z próbką referencyjną. Oznaczona lepkość lekko obniżona dla klasy SAE 40 (wartość referencyjna oleju 13,15 cSt). Rezerwa alkaliczna (wzajemny stosunek liczby zasadowej i kwasowej) na bezpiecznym poziomie. Wartość i-pH nieznacznie obniżona (wartość referencyjna w okolicach 7-8). Temperatura zapłonu w normie dla silnika benzynowego. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie.

Wnioski i zalecenia:

Oznaczone parametry mieszczą się bezpiecznych zakresach biorąc pod uwagę czas eksploatacji oleju.","{""lepkość"": ""lekko_obniżony"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""ph"": ""nieznacznie_obniżony"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,W NORMIE
P2313866,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość miedzi lekko podniesiona, jednak znajduje się w trendzie stabilnym. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. 

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2313955,"Oznaczona lepkość w normie dla klasy SAE 30 (lekko obniżona dla oleju klasy SAE 40). Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""lekko_obniżony"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,W NORMIE
P2313999,"Oznaczona lepkość w normie dla oleju klasy SAE 30 (lekko obniżona dla oleju klasy SAE 40). Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu w zakresie akceptowalnym. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""lekko_obniżony"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,W NORMIE
P2314038,"Lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Lekko podwyższona zawartość krzemu, prawdopodobne pochodzenie to pył z otoczenia. Widmo w podczerwieni mało czytelne ze względu na zawartość sadzy. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków sugerujących zanieczyszczenie oleju płynem chłodniczym.







Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Zalecana jest obserwacja zmian w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""krzem"": ""lekko_podniesiony"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,W NORMIE
P2315298,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Temperatura zapłonu w normie. Zawartość wody w normie. Zawartość miedzi podwyższona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Ze względu na przekroczenia parametrów dopuszczalnych, olej nie kwalifikuje się do dalszej eksploatacji. Należy niezwłocznie podjąć działania korygujące polegające na wymianie oleju na świeży (zgodny z instrukcją obsługi) oraz poinformowanie serwisu o przeprowadzonej wymianie lub przeprowadzenie wymiany oleju pod nadzorem przedstawiciela serwisu.","{""lepkość"": ""w_zakresie_granicznym"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""miedź"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,UWAGA
P2315739,"Oznaczony poziom dodatków sugeruje wymianę oleju przeprowadzoną po poprzednim badaniu. Lepkość w zakresie dopuszczalnym dla klasy SAE 40. Temperatura zapłonu na dopuszczalnym poziomie. Liczba zasadowa w akceptowalnym zakresie. Własności dyspergujące w normie. W porównaniu do poprzedniego badania nastąpił znaczący przyrost zawartości miedzi. Pozostałe oznaczone pierwiastki zużyciowe w normie. Zawartość wody w normie. Lekko podwyższona zawartość sodu i potasu, może sugerować zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących jednoznacznie o obecności płynu chłodniczego w próbce. 



Zalecenia i wnioksi:

Zalecana jest kontrola stanu układu chłodzenia silnika. Zw względu na wysoka zawartość miedzi wskazana jest wymina oleju na świeży. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących.","{""lepkość"": ""w_dopuszczalnym_zakresie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_akceptowalnym_zakresie"", ""miedź"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""sód"": ""lekko_podniesiony"", ""potas"": ""lekko_podniesiony""}",2,UWAGA
