Lab_Number,sample_description,parser_output,prediction,ground_truth
P2306753,"W próbce nieuzbrojonym okiem widoczne zanieczyszczenia stale. Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

Przeprowadzić kontrolę i w razie potrzeby wymianę wkładów filtracyjnych. Pobrać próbkę kontrolną, przesłać niezwłocznie do analizy.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2307015,"Oznaczona lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość krzemu i sodu w trendzie stabilnym. Zawartość ołowiu i miedzi w trendzie stabilnym. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5µm) w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Przeprowadzić kolejne badanie po 500h mth pracy silnika.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2307017,"Oznaczona lepkość dla klasy SAE 40 w normie. Temperatura zapłonu w normie.  Zawartość miedzi w trendzie stabilnym. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5µm) w normie.

Wnioski i zalecenia:

Proszę obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2307030,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 50, trend malejący. Temperatura zapłonu w normie. Zawartość potasu w trendzie stabilnym. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) mieści się w dopuszczalnych limitach.

Wnioski i zalecenia:



Proszę obserwować zmiany w następnej analizie, przeprowadzić kolejne badanie oleju za 250h pracy, licząc od chwili pobrania aktualnej próbki.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie""}",1,WSKAZÓWKA
P2307206,"Oznaczona lepkość dla klasy SAE 40 w normie. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie.

Zalecenia i wnioski:


Zawartość miedzi mieści się w zakresie normalnym jednak przy mniejszej ilości mth. Proszę obserwować zmiany trendu w następnej analizie. Zalecane przeprowadzenie kolejnego badania po 500 mth pracy silnika.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2307255,"Oznaczona lepkość wskazuje na olej klasy SAE 30. Rezerwa alkaliczna na bezpiecznym poziomie. Zawartość wody (0,03%) w normie. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Zawartość cząstek zużyciowych (oznaczona w badaniu pierwiastków, cząstki <5µm) na dopuszczalnym poziomie. Nie stwierdzono zanieczyszczenia oleju płynem chłodniczym. Temperatura zapłonu niemożliwa do oznaczenia ze względu na zbyt małą ilość próbki.

Zalecenia i wnioski:

Proszę zweryfikować wymagania dotyczące lepkości eksploatowanego oleju. Jeżeli lepkość spełnia wymagania olej kwalifikuje się do dalszej eksploatacji - w tej sytuacji proszę obserwować zmiany oraz przeprowadzić wymianę oleju zgodnie z przyjętym harmonogramem. W przeciwnym razie należy niezwłocznie podjąć działania korygujące polegające na wymianie oleju na świeży (zgodny z instrukcją obsługi) oraz poinformowanie serwisu o przeprowadzonej wymianie lub przeprowadzenie wymiany oleju pod nadzorem przedstawiciela serwisu.","{""lepkość"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2307309,"Lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Podwyższona zawartość sodu, nie stwierdzono znaczącego przyrostu parametru w porównaniu do poprzednich analiz, prawdopodobnie jest to pochodna zanieczyszczenia oleju wodą lub płynem chłodniczym lub zanieczyszczenie pyłem z otoczenia. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Indeks PQ w normie.

Zalecenia i wnioski:

Wskazana jest obserwacja układu olejowego pod kątem występowania emulsji olejowo-glikolowej. Proszę obserwować zmiany w kolejnym badaniu nie później niż za 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2307771,"Oznaczona lepkość w normie dla oleju klasy SAE 4. Temperatura zapłonu w normie. Liczba zasadowa w normie. Własności dyspergujące w normie. Zawartość stałych ciał obcych w normie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie. Widmo w podczerwieni wskazuje na zwiększoną zawartość sadzy.

Zalecenia i wnioski:

Zalecana jest wymiana wkładów filtracyjnych. Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,WSKAZÓWKA
P2308066,"Lepkość w zakresie typowym dla oleju klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla oleju jednosezonowego. Temperatura zapłonu w normie. Zawartość wody w normie. Zawartość stałych zanieczyszczeń lekko podwyżsozna. Zawartość cząstek zużyciowych na poziomie akceptowalnym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o obecności glikolu w próbce.

Wskazówki i zalecenia:

Wskazana jest kontrola stanu i ewentualna wymiana filtru oleju. Proszę obserwować zmiany w następnej analizie zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_akceptowalnym_zakresie"", ""glikol"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2308667,"Oznaczona lepkość w normie dla oleju klasy SAE 50. Barwa oleju typowa dla oleju silnikowego z eksploatacji. Zawartość wody w normie. Zawartość niklu oraz aluminium jest na nietypowo wysokim poziomie. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoka zawartość ołowiu jest typowa dla olejów pochodzących z tłokowych silników lotniczych.

Wnioski i zalecenia:

Ze względu na brak danych historycznych nie można jednoznacznie ocenić dynamiki zużycia. Zaleca się skontrolować układ pod kątem podwyższonego zużycia. W celu obserwacji zmian zaleca się prowadzić analizy w równych odstępach czasowych. Zaleca się przeprowadzić kolejne badanie po 25h od wymiany oleju. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2308793,"Oznaczona lepkość dla klasy SAE 40 w normie. Temperatura zapłonu w normie. Zawartość krzemu i sodu na podobnym poziomie w stosunku do poprzedniego badania. Zawartość miedzi  na podobnym poziomie w stosunku do poprzedniego badania. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków ( cząstki o rozmiarze <5µm) w normie.

Wnioski i zalecenia: 

Jest to drugie badanie po przeglądzie serwisowym (P4). Podwyższony poziom miedzi może wynikać  z przeprowadzonego remontu. Proszę obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2308816,"Oznaczona lepkość wskazuje na olej klasy SAE 30. Temperatura zapłonu w normie. Rezerwa alkaliczna na bezpiecznym poziomie. Zawartość wody (0,02%) w normie. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Zawartość cząstek zużyciowych (oznaczona w badaniu pierwiastków, cząstki <5µm) w normie. Nie stwierdzono zanieczyszczenia oleju płynem chłodniczym.

Zalecenia i wnioski:

Proszę zweryfikować wymagania dotyczące lepkości eksploatowanego oleju. Jeżeli lepkość spełnia wymagania olej kwalifikuje się do dalszej eksploatacji - w tej sytuacji proszę obserwować zmiany oraz przeprowadzić wymianę oleju zgodnie z przyjętym harmonogramem. W przeciwnym razie należy niezwłocznie podjąć działania korygujące polegające na wymianie oleju na świeży (zgodny z instrukcją obsługi) oraz poinformowanie serwisu o przeprowadzonej wymianie lub przeprowadzenie wymiany oleju pod nadzorem przedstawiciela serwisu.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2308883,"Oznaczona lepkość poniżej dolnego zakresu granicznego dla oleju klasy SAE 50. Zawartość stałych ciał obcych w normie. Własności dyspergujące w normie. Temperatura zapłonu w normie. 

Zalecenia i wnioski:

Proszę się upewnić, że olej o danej lepkości kwalifikuje się do eksploatacji, w przeciwnym wypadku zaplanować wymianę na świeży. Wykonać kolejne badanie  zgodnie z harmonogramem diagnostyki. Obserwować zmiany w następnym badaniu.","{""lepkość"": ""w_zakresie_granicznym"", ""stałe_ciała_obce"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie""}",0,WSKAZÓWKA
P2308917,"Lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące lekko pogorszone. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych.  



Zalecenia i wnioski:

Zalecana jest obserwacja zmian w kolejnym badaniu po 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie""}",1,WSKAZÓWKA
P2309071,"Lepkość na granicy zakresu typowego dla klasy SAE 40. Temperatura zapłonu na akceptowalnym poziomie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. 



Zalecenia i wnioski:

Zalecana jest obserwacja zmian w kolejnym badaniu po 500mth.","{""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2309073,"Lepkość powyżej zakresu typowego dla klasy SAE 40 (sugeruje, że w eksploatacji jest olej klasy SAE 50 lub mieszanina różnych olejów). Temperatura zapłonu na dopuszczalnym poziomie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. 



Zalecenia i wnioski:

Zalecana jest obserwacja zmian w kolejnych badaniach zgodnie z przyjętym harmonogramem diagnostyki.","{""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,WSKAZÓWKA
P2309186,"Widmo IR wskazuje na zwiększoną zawartość wody. Lepkość kinematyczna niemożliwa do oznaczenia ze względu na dużą zawartość wody w oleju. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Wnioski i zalecenia:

Należy zidentyfikować przyczynę przedostania się wody do układu oraz wymienić olej na świeży.","{""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,UWAGA
P2309281,"Oznaczona lepkość poniżej dolnej wartości granicznej dla klasy SAE 40 - trend stabilny. Temperatura zapłonu w normie. Na widmie IR zaobserwowano odchylenia od referencji oleju świeżego oraz zmiany mogące świadczyć o degradacji bazy olejowej. Poziom metalicznych produktów zużycia w normie. 

Zalecenia i wnioski:

Ze względu na oznaki starzenia się oleju oraz obniżoną lepkość proszę upewnić się, że olej nadaje się do dalszej eksploatacji. Proszę przesłać próbkę do badania za ok 250 mth pracy silnika. Obserwować zmiany w kolejnym badaniu.","{""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2309457,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie, jednak przy bardzo małej ilości przepracowanych mth. Wysoki poziom ołowiu pochodzi z paliwa lotniczego i jest to sytuacja normalna dla tego typu tłokowych silników lotniczych.     
Wnioski i zalecenia:
Proszę obserwować zmiany trendu w następnej analizie. W celu weryfikacji dynamiki zużycia przeprowadzić kolejne badanie po 25 h pracy silnika. ","{""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2309459,"Lepkość poniżej zakresu typowego dla klasy SAE 50 (mieści się w zakresie typowym dla klasy SAE 40). Temperatura zapłonu na poziomie akceptowalnym. Zawartość cząstek zużyciowych na dopuszczalnym poziomie. Nie stwierdzono zanieczyszczenia oleju płynem chłodniczym. 



Zalecenia i wnioski:

Proszę zweryfikować wymagania producenta silnika dotyczące lepkości eksploatowanego oleju, w razie konieczności przeprowadzić wymianę oleju na świeży. W przypadku dalszego użytkowania oleju wskazana jest obserwacja zmian w kolejnym badaniu nie później niż po 500mth. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,WSKAZÓWKA
P2309476,"Oznaczona lepkość dla klasy SAE 40 w normie. Temperatura zapłonu w normie. Zawartość krzemu i sodu na podobnym poziomie w stosunku do poprzedniego badania. Zawartość miedzi  na podobnym poziomie w stosunku do poprzedniego badania. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków ( cząstki o rozmiarze <5µm) w normie.

Wnioski i zalecenia: 

Proszę obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2309530,"Zawartość dodatków uszlachetniających różni się znacząco w porównaniu z poprzednim badaniem - wskazuje na olej inny niż będący wcześniej w eksploatacji. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoki poziom ołowiu pochodzi z paliwa i jest to sytuacja normalna dla tego typu tłokowych silników lotniczych.    
Wnioski i zalecenia:
Proszę zweryfikować informacje dot. stosowanego oleju oraz podawać jego pełną nazwę. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. ","{""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2309972,"Oznaczona lepkość mieści się w zakresie typowym dla klasy SAE 30. Temperatura zapłonu w normie. Rezerwa alkaliczna na bezpiecznym poziomie. Zawartość wody (0,02%) w normie. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Zawartość cząstek zużyciowych (oznaczona w badaniu pierwiastków, cząstki <5µm) w normie.

Zalecenia i wnioski:

Proszę zweryfikować wymagania dotyczące lepkości eksploatowanego oleju. Jeżeli lepkość spełnia wymagania olej kwalifikuje się do dalszej eksploatacji - w tej sytuacji proszę obserwować zmiany oraz przeprowadzić wymianę oleju zgodnie z przyjętym harmonogramem. W przeciwnym razie należy niezwłocznie podjąć działania korygujące polegające na wymianie oleju na świeży (zgodny z instrukcją obsługi) oraz poinformowanie serwisu o przeprowadzonej wymianie lub przeprowadzenie wymiany oleju pod nadzorem przedstawiciela serwisu.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2310234,"Lepkość poniżej, zdeklarowanego w druku próbki, zakresu typowego dla klasy SAE 50. Temperatura zapłonu na dopuszczalnym poziomie. Liczba zasadowa obniżyła się jedynie nieznacznie porównaniu do poprzednich analiz i mieści się w bezpiecznym zakresie. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość wody w normie. Nie stwierdzono zanieczyszczenia oleju płynem chłodniczym. Nie stwierdzono niepokojącego przyrostu zawartości cząstek zużyciowych.



Zalecenia i wnioski:

Jeżeli oznaczona lepkość spełnia wymagania producenta silnika olej warunkowo kwalifikuje się do dalszej eksploatacji, zalecana jest obserwacja zmian w kolejnym badaniu po 500mth","{""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,WSKAZÓWKA
P2310499,"Oznaczona lepkość w normie dla klasy SAE 40. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące obniżone. Temperatura zapłonu w zakresie akceptowalnym Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie.

Wnioski i zalecenia:

Ze względu na obniżone własności dyspergujące zaleca się przysłać kolejną próbkę do badania za około 250mth. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""woda"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2310765,"Lepkość w zakresie typowym dla klasy SAE 40. Rezerwa alkaliczna uległa wyczerpaniu. Zawartość cząstek metalicznych oznaczona w badaniu pierwiastków (cząstki <5µm) oraz indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie.



Zalecenia i wnioski:

Olej nie kwalifikuje się do dalszej eksploatacji. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących.","{""lepkość"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",2,UWAGA
P2310766,"Lepkość w zakresie typowym dla klasy SAE 40. Rezerwa alkaliczna uległa wyczerpaniu. W porównaniu do poprzedniego badania nie stwierdzono niepokojącego przyrostu zawartości cząstek metalicznych oznaczonej w badaniu pierwiastków (cząstki <5µm). Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie.



Zalecenia i wnioski:

Olej nie kwalifikuje się do dalszej eksploatacji. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących.","{""lepkość"": ""w_normie"", ""pq_indeks"": ""w_normie""}",2,UWAGA
P2310767,"Lepkość w zakresie typowym dla klasy SAE 40. Rezerwa alkaliczna na dopuszczalnym poziomie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek metalicznych oznaczonej w badaniu pierwiastków (cząstki <5µm). Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Na widmie w podczerwieni stwierdzono charakterystyczne zmiany wskazujące na zaawansowaną degradację strzeniową oleju. 



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji jednak zalecana jest obserwacja zmian w kolejnym badaniu po 300h pracy.","{""lepkość"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_dopuszczalnym_zakresie"", ""pq_indeks"": ""w_normie""}",0,WSKAZÓWKA
P2310770,"Lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Podwyższona zawartość sodu, nie stwierdzono przyrostu parametru w porównaniu do poprzednich analiz, prawdopodobnie jest to pochodna zanieczyszczenia oleju wodą lub płynem chłodniczym lub zanieczyszczenie pyłem z otoczenia. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Indeks PQ w normie.

Zalecenia i wnioski:

Wskazana jest obserwacja układu olejowego pod kątem występowania emulsji olejowo-glikolowej. Proszę obserwować zmiany w kolejnym badaniu nie później niż za 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2310782,"Lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu w normie. W porównaniu do poprzedniego badania nie stwierdzono niepokojącego przyrostu zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Zawartość krzemu w normie. Stwierdzono lekki wzrost zawartości potasu - możliwe, że jest to pochodna zanieczyszczenia wodą lub płynem chłodniczym lub pyłem z otoczenia.





Zalecenia i wnioski:

Zalecana jest obserwacja zmian w kolejnym badaniu po 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""krzem"": ""w_normie""}",0,WSKAZÓWKA
P2310869,"Lepkość w zakresie typowym dla klasy SAE 40. Oznaczone dodatki na poziomie oczekiwanym. Temperatura zapłonu w normie. Liczba zasadowa na bezpiecznym poziomie. Nie stwierdzono niepokojąco podwyższonej zawartości zawartości cząstek zużyciowych. Zawartość wody w normie. Widmo w podczerwieni mało czytelne ze względu na wysoką zawartość sadzy. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym.   

Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach jednak zalecana jest kontrola stanu i ewentualna wymian filtru oleju. Proszę obserwować zmiany w kolejnej analizie zgodnie z przyjętym harmonogramem diagnostyki.   ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,WSKAZÓWKA
P2311093,"Oznaczona lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość miedzi oraz ołowiu poza dopuszczalnym limitem. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.
Wnioski i zalecenia:
Ze względu na podwyższoną  zawartość miedzi i ołowiu zaleca się kontrolę elementów układu smarnego ukierunkowaną na weryfikację źródła podwyższonych metali zużyciowych. Proszę obserwować zmiany w następnej analizie, przeprowadzić kolejne badanie oleju za 500h pracy.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""w_dopuszczalnym_zakresie"", ""ołów"": ""w_dopuszczalnym_zakresie"", ""metale_zużyciowe"": ""w_normie""}",2,UWAGA
P2311113,"Lepkość powyżej zakresu typowego dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość dodatków na poziomie oczekiwanym. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Widmo w podczerwieni nieczytelne ze względu na wysoką zawartość sadzy. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków sugerujących zanieczyszczenie oleju płynem chłodniczym.





Zalecenia i wnioski:

Dostarczona próbka wykazuje krytycznie wysoki stopień zanieczyszczenia sadzą. Zalecana jest wymiana oleju na świeży. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących.  ","{""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,UWAGA
P2311127,"Zawartość dodatków uszlachetniających różni się znacząco w porównaniu z poprzednim badaniem - wskazuje na olej inny niż będący wcześniej w eksploatacji. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoki poziom ołowiu pochodzi z paliwa i jest to sytuacja normalna dla tego typu tłokowych silników lotniczych.    

Wnioski i zalecenia:

Proszę zweryfikować informacje dot. stosowanego oleju oraz podawać jego pełną nazwę. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. ","{""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2311444,"Oznaczona nieznacznie obniżona dla klasy SAE 50. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu w zakresie akceptowalnym. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie.
Wnioski i zalecenia:
Proszę obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2311727,"Oznaczona lepkość wskazuje na olej klasy SAE 30. Temperatura zapłonu w normie. Rezerwa alkaliczna na bezpiecznym poziomie. Zawartość wody (0,05%) w normie. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Zawartość cząstek zużyciowych (oznaczona w badaniu pierwiastków, cząstki <5µm) na dopuszczalnym poziomie. Nie stwierdzono zanieczyszczenia oleju płynem chłodniczym.

Zalecenia i wnioski:

Proszę zweryfikować wymagania dotyczące lepkości eksploatowanego oleju. Jeżeli lepkość spełnia wymagania olej kwalifikuje się do dalszej eksploatacji - w tej sytuacji proszę obserwować zmiany oraz przeprowadzić wymianę oleju zgodnie z przyjętym harmonogramem. W przeciwnym razie należy niezwłocznie podjąć działania korygujące polegające na wymianie oleju na świeży (zgodny z instrukcją obsługi) oraz poinformowanie serwisu o przeprowadzonej wymianie lub przeprowadzenie wymiany oleju pod nadzorem przedstawiciela serwisu.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
